NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
461.6,603.7,478.3,521.4,440.0
556.9,663.1,562.8,621.0,540.0
387.1,598.7,462.9,532.7,520.0
392.4,565.7,445.7,449.0,380.0
441.6,599.2,508.0,460.0,560.0
564.4,620.3,599.3,516.4,600.0
539.2,670.0,609.3,609.2,420.0
490.8,593.4,572.1,636.2,800.0
389.9,505.6,517.2,452.3,520.0
417.2,540.8,466.6,442.3,420.0
474.1,417.6,475.8,515.1,280.0
514.7,648.0,590.4,696.6,560.0
606.1,638.2,631.5,704.7,780.0
394.3,488.9,538.3,460.4,780.0
520.1,648.6,668.5,647.6,880.0
600.8,682.2,613.8,729.9,860.0
389.4,406.8,444.8,454.8,520.0
463.7,627.6,590.4,593.3,560.0
418.5,509.2,459.2,394.8,0.0
514.0,597.9,454.2,532.2,520.0
572.2,583.6,531.9,505.6,340.0
606.6,652.7,613.3,530.8,840.0
436.1,534.5,481.2,591.2,620.0
517.0,629.5,576.2,644.6,500.0
506.7,627.4,605.6,692.1,560.0
566.0,616.1,606.1,501.5,300.0
576.4,626.8,593.3,462.2,660.0
414.9,581.7,466.8,619.1,360.0
562.4,540.7,519.9,565.3,920.0
433.6,514.1,466.3,468.6,300.0
446.5,569.7,523.9,478.9,520.0
492.9,510.0,518.5,510.2,480.0
408.0,459.8,497.5,398.9,340.0
539.0,627.9,534.7,552.0,720.0
567.6,683.9,657.6,630.3,720.0
457.5,502.6,506.4,573.8,520.0
543.5,630.5,627.7,539.2,820.0
472.4,622.5,368.9,520.1,320.0
475.7,541.9,520.5,529.1,620.0
498.9,624.9,591.9,491.7,560.0
478.6,647.8,597.9,381.4,500.0
417.9,518.1,479.0,391.1,320.0
447.7,614.9,521.7,478.9,440.0
424.4,547.0,466.3,388.8,560.0
392.2,535.3,499.7,506.2,340.0
444.8,556.0,452.0,437.4,600.0
529.4,617.4,553.8,459.2,600.0
443.6,501.5,542.9,490.1,600.0
453.9,602.1,425.2,534.8,500.0
569.4,661.2,626.7,689.4,400.0
509.9,592.6,554.9,436.6,480.0
546.9,428.2,495.6,608.7,380.0
423.4,424.0,432.9,410.0,300.0
372.9,526.6,420.2,522.9,560.0
437.9,553.7,505.4,540.0,540.0
598.7,676.2,610.8,680.3,980.0
435.8,438.1,491.1,385.7,320.0
499.8,542.1,493.0,572.3,480.0
440.4,527.8,521.5,490.3,500.0
536.3,675.9,672.2,500.3,760.0
409.4,581.5,379.2,404.8,320.0
504.8,453.4,556.4,500.4,560.0
444.6,449.9,481.8,425.6,380.0
479.5,657.0,576.0,565.0,640.0
501.6,0.0,0.0,431.7,500.0
564.2,626.5,621.0,489.8,360.0
568.7,649.0,661.8,784.3,800.0
480.5,612.7,509.6,391.7,760.0
522.5,608.2,589.8,601.6,580.0
422.6,567.8,477.3,546.6,360.0
538.1,544.8,545.6,646.9,240.0
425.0,618.1,523.7,396.0,320.0
538.7,594.9,502.1,521.4,520.0
383.7,604.6,607.2,660.1,640.0
427.1,414.5,385.3,393.4,380.0
464.0,538.9,541.3,462.9,200.0
447.0,567.4,465.3,442.5,320.0
412.8,517.0,494.7,481.7,560.0
538.6,695.8,637.2,731.6,840.0
403.7,508.1,456.0,375.7,320.0
418.8,457.7,590.9,490.6,420.0
562.2,676.0,619.9,673.5,820.0
414.8,710.7,643.1,578.6,640.0
487.9,447.7,566.1,470.9,340.0
518.2,494.6,414.2,421.1,440.0
414.7,528.2,414.9,492.8,160.0
404.7,510.8,382.0,446.5,340.0
539.6,632.1,553.1,687.2,640.0
529.9,588.1,501.1,381.6,300.0
409.6,475.3,487.3,512.8,640.0
543.9,599.3,472.0,460.4,360.0
392.5,524.7,427.1,529.5,460.0
464.0,454.0,494.0,515.7,760.0
421.2,517.9,409.9,404.8,300.0
498.2,547.1,498.9,512.7,320.0
526.6,630.9,571.4,720.8,920.0
572.5,458.8,416.1,378.3,300.0
483.1,640.9,568.3,679.0,840.0
440.2,504.2,423.3,518.9,280.0
471.3,623.0,589.6,628.4,660.0
418.4,541.6,498.2,513.1,520.0
384.7,452.1,461.5,466.4,680.0
578.6,632.4,595.7,564.1,820.0
411.1,586.6,578.1,425.4,240.0
465.9,637.4,602.3,541.9,660.0
489.6,656.5,574.6,394.9,640.0
582.9,678.7,619.8,681.1,700.0
439.6,456.8,478.4,525.5,500.0
631.9,672.3,560.0,674.8,860.0
414.7,467.8,419.5,406.0,500.0
409.8,529.0,495.8,409.4,480.0
536.0,575.0,517.3,488.3,520.0
434.5,595.3,539.0,557.1,420.0
479.1,598.3,537.0,385.0,320.0
679.8,705.4,637.6,708.3,840.0
569.0,414.7,491.4,459.4,500.0
580.1,648.6,524.3,508.1,600.0
542.2,645.2,621.2,525.0,540.0
584.8,649.0,615.1,527.7,860.0
534.9,535.8,550.8,490.2,580.0
518.0,650.7,603.2,501.4,520.0
441.6,597.2,487.7,447.3,580.0
567.1,674.3,604.4,498.0,540.0
411.9,438.2,363.5,484.9,260.0
534.1,601.0,559.5,607.2,360.0
680.6,715.1,610.2,675.1,920.0
525.5,568.9,557.4,537.8,620.0
582.0,620.2,576.4,553.1,320.0
501.1,470.2,389.6,470.3,0.0
500.2,619.4,513.7,515.3,520.0
482.1,644.0,610.8,558.6,520.0
386.6,426.3,425.3,463.1,520.0
407.7,529.9,482.8,461.2,520.0
500.5,659.1,620.9,577.4,600.0
566.1,619.3,569.1,615.0,680.0
522.8,469.3,451.6,445.5,540.0
423.4,455.7,484.3,434.4,460.0
539.1,545.7,519.3,412.4,620.0
499.2,622.3,602.2,636.0,640.0
527.2,512.6,562.0,495.5,600.0
533.5,537.6,470.0,560.5,280.0
395.5,505.7,521.1,386.6,620.0
515.6,550.3,475.8,385.8,360.0
563.4,645.8,650.8,592.4,700.0
494.8,506.7,438.4,425.2,320.0
596.3,695.0,694.1,795.2,580.0
420.9,590.5,538.6,597.4,340.0
484.0,480.1,459.2,398.7,360.0
468.4,567.3,479.4,467.6,360.0
411.5,425.1,467.4,430.9,360.0
498.8,530.7,512.0,486.4,420.0
597.5,659.8,594.7,689.7,700.0
559.9,672.0,684.3,717.0,840.0
447.2,444.4,502.3,391.1,620.0
484.6,551.8,574.6,556.6,560.0
388.5,579.2,461.6,437.2,380.0
690.7,665.1,600.6,751.3,880.0
542.3,667.6,575.6,599.7,280.0
428.2,594.2,564.8,544.7,620.0
560.9,559.5,518.7,448.1,680.0
467.1,636.5,552.4,639.2,800.0
469.7,569.7,519.1,473.0,540.0
537.1,649.6,610.0,643.6,660.0
446.6,582.0,485.8,507.6,380.0
489.6,585.8,514.0,522.7,380.0
504.2,643.3,587.8,557.1,520.0
594.3,672.7,592.6,637.2,800.0
609.9,666.5,627.0,693.7,620.0
386.2,397.7,443.0,422.1,340.0
587.1,619.6,615.2,424.3,620.0
463.1,597.1,520.6,509.9,700.0
439.8,549.7,465.2,478.0,540.0
468.6,609.9,556.9,632.1,540.0
366.6,464.8,485.2,492.9,340.0
383.4,462.3,359.1,448.3,360.0
409.1,576.8,572.5,526.7,440.0
456.9,585.3,563.1,609.8,480.0
646.6,701.9,685.5,679.5,780.0
458.1,571.4,515.4,422.3,600.0
550.1,570.0,473.9,502.1,380.0
413.3,562.2,522.1,496.3,360.0
368.1,547.8,443.7,395.1,240.0
430.1,511.3,530.8,487.0,380.0
518.2,593.2,564.3,497.6,0.0
380.4,568.9,514.6,426.0,340.0
569.6,652.2,618.4,659.6,580.0
471.6,518.4,521.6,473.5,340.0
499.7,601.3,544.0,439.7,340.0
407.1,502.2,361.4,511.0,320.0
475.9,589.2,404.6,458.0,800.0
401.5,445.3,496.2,439.5,640.0
465.7,488.1,513.1,429.6,340.0
438.4,482.1,434.5,545.3,380.0
435.5,579.7,586.9,412.8,560.0
466.2,632.7,588.6,619.4,740.0
534.1,616.8,488.5,485.6,620.0
428.0,459.1,464.9,422.9,320.0
476.9,592.7,553.3,482.1,480.0
467.7,610.1,566.6,530.5,620.0
502.4,619.8,512.2,597.1,640.0
535.7,625.7,572.5,420.4,520.0
499.5,544.5,536.6,551.4,660.0
450.6,602.4,393.6,371.8,400.0
557.9,626.1,592.9,570.4,580.0
460.5,571.0,458.4,481.1,300.0
563.5,663.2,624.0,575.0,660.0
491.3,537.1,487.8,589.4,360.0
451.3,570.4,457.5,651.1,680.0
438.6,602.0,585.0,682.0,700.0
498.7,607.5,554.0,577.0,600.0
534.0,622.8,522.9,450.2,660.0
581.5,639.4,602.9,651.9,860.0
545.7,633.1,571.5,484.8,640.0
455.2,620.1,552.2,439.7,660.0
447.6,540.6,440.9,455.9,600.0
450.0,592.9,527.5,623.1,900.0
527.6,603.1,481.1,492.5,320.0
423.1,411.0,418.3,432.0,320.0
417.1,455.5,465.6,558.5,320.0
599.8,623.2,590.8,591.3,640.0
401.6,615.7,594.3,644.8,660.0
394.3,525.0,453.8,460.1,580.0
433.6,496.1,446.8,616.4,300.0
473.5,622.1,581.3,534.1,520.0
486.7,557.2,487.7,414.5,460.0
386.5,401.3,432.0,445.0,360.0
375.2,518.1,451.9,488.7,340.0
434.7,646.5,634.7,691.2,580.0
466.3,556.3,548.0,473.6,500.0
466.5,525.7,495.8,390.9,400.0
393.4,504.6,517.5,555.1,560.0
404.7,561.4,511.1,423.5,600.0
483.7,612.2,590.6,497.8,560.0
373.1,434.7,419.0,420.7,360.0
571.2,639.7,623.2,736.3,760.0
569.4,612.3,547.0,587.3,620.0
408.6,545.5,495.6,510.1,320.0
498.3,620.8,567.7,532.8,540.0
589.9,540.1,589.9,691.1,600.0
471.0,644.3,626.6,542.8,0.0
384.7,564.0,345.2,472.2,380.0
624.0,672.5,589.5,684.3,920.0
431.9,435.5,434.3,509.9,420.0
632.0,671.1,632.3,681.6,800.0
558.6,584.3,444.5,581.7,520.0
529.3,463.5,489.8,584.7,560.0
391.8,429.8,541.4,427.7,380.0
493.1,671.1,649.6,603.8,660.0
496.0,530.0,453.5,442.4,300.0
429.8,541.3,512.4,420.1,560.0
383.4,592.7,546.2,481.4,0.0
408.9,623.0,550.4,533.4,520.0
482.2,680.6,583.1,431.4,760.0
407.6,560.5,523.7,488.1,480.0
522.4,569.7,598.0,760.6,520.0
430.3,446.1,460.5,414.4,300.0
463.3,610.0,563.9,543.1,700.0
465.5,592.5,404.5,409.1,320.0
390.5,513.9,536.2,525.3,340.0
494.3,505.1,391.6,374.1,340.0
570.1,571.0,596.4,573.9,700.0
512.9,614.1,534.8,577.5,860.0
423.2,452.2,397.7,379.7,320.0
515.6,537.9,576.7,454.0,340.0
432.9,441.5,382.5,484.7,560.0
695.2,682.3,606.5,662.3,500.0
583.6,680.3,633.4,787.1,680.0
428.7,494.3,359.0,394.7,0.0
391.4,450.8,445.8,425.1,400.0
497.4,619.2,603.3,556.0,600.0
480.4,475.4,528.1,450.3,740.0
477.0,468.5,485.3,531.5,360.0
448.1,462.6,447.9,425.1,420.0
682.9,507.2,640.0,597.1,640.0
627.1,630.6,524.4,505.5,720.0
478.8,509.1,425.2,389.7,280.0
586.5,637.4,479.9,722.9,800.0
415.9,574.6,473.9,626.5,280.0
425.8,564.6,504.3,553.6,460.0
516.0,635.5,587.5,467.7,680.0
592.8,623.1,603.9,636.4,880.0
490.1,586.9,572.1,581.1,520.0
436.3,519.3,512.5,439.9,360.0
529.7,623.0,545.8,623.8,600.0
504.1,645.1,623.2,476.6,540.0
538.1,461.6,509.6,644.0,340.0
656.7,670.9,602.9,692.6,880.0
487.5,570.9,555.3,464.9,380.0
515.1,622.8,553.9,697.5,600.0
482.0,654.5,557.3,660.7,540.0
410.4,476.0,430.2,458.9,720.0
606.2,696.3,634.6,510.5,760.0
481.1,603.6,548.2,502.5,760.0
517.6,524.8,386.9,494.2,340.0
533.2,593.1,541.8,451.6,380.0
712.4,725.3,670.9,781.3,900.0
471.5,467.8,505.0,509.1,320.0
501.8,527.0,567.0,567.4,720.0
388.9,530.1,494.0,504.2,520.0
601.7,639.3,533.7,509.2,840.0
430.4,408.1,420.7,395.9,340.0
613.9,648.5,597.4,635.6,540.0
456.8,493.3,381.5,453.0,500.0
498.1,587.4,521.1,447.2,360.0
508.7,623.6,605.9,515.2,580.0
513.2,641.5,648.0,611.7,580.0
491.3,561.1,556.6,606.5,440.0
469.7,429.3,483.4,692.3,220.0
549.1,628.3,587.7,475.4,400.0
572.5,637.7,572.0,698.7,560.0
460.3,464.4,494.3,374.0,360.0
458.9,464.0,417.3,449.8,320.0
503.4,518.1,425.2,406.7,240.0
418.1,445.9,445.0,558.3,340.0
369.2,565.2,472.7,427.7,320.0
632.6,733.9,695.2,724.3,960.0
440.0,541.5,433.6,503.5,440.0
552.4,673.4,610.2,673.1,840.0
540.6,586.7,574.7,552.9,520.0
531.7,617.3,607.2,646.5,620.0
504.2,641.4,589.7,460.1,520.0
371.6,445.2,485.0,625.6,360.0
502.8,604.8,567.9,522.4,700.0
540.2,599.1,598.1,454.7,520.0
577.3,671.4,647.7,580.6,680.0
427.3,469.8,374.6,421.0,0.0
561.7,650.9,630.9,656.3,600.0
539.9,595.5,559.2,641.0,500.0
437.8,512.9,532.2,596.9,620.0
616.8,710.8,637.3,672.7,900.0
415.2,561.7,560.8,472.5,260.0
595.6,538.7,598.9,619.7,520.0
517.9,604.4,559.0,458.8,560.0
402.8,568.8,505.8,425.5,560.0
517.9,652.9,574.3,529.4,640.0
665.6,566.0,604.4,691.1,620.0
459.2,515.4,455.0,482.0,280.0
398.2,586.9,445.5,436.8,560.0
419.7,455.5,512.4,446.5,300.0
482.5,593.7,482.0,589.2,480.0
461.7,441.3,511.6,638.6,720.0
553.9,445.9,657.7,709.2,760.0
483.1,642.9,568.9,604.2,660.0
446.9,638.0,567.9,524.4,660.0
547.0,603.1,557.4,441.4,580.0
410.5,583.4,550.6,441.7,640.0
505.9,636.6,607.9,700.5,600.0
500.6,623.5,520.1,476.3,600.0
535.1,668.1,567.1,464.2,700.0
505.2,625.1,569.6,464.1,740.0
503.8,636.4,586.3,562.9,880.0
422.3,431.6,403.4,429.7,460.0
477.4,543.0,553.3,499.4,300.0
427.4,569.8,525.6,447.6,580.0
403.6,475.1,389.5,410.9,360.0
486.0,418.1,557.2,412.6,560.0
447.6,588.6,508.5,582.3,360.0
572.6,489.8,478.2,501.7,360.0
464.5,651.5,588.5,431.5,700.0
553.0,514.4,553.4,463.0,380.0
472.0,445.1,551.6,517.7,600.0
418.7,582.4,517.6,535.4,580.0
596.0,685.9,601.4,672.1,400.0
436.2,428.8,406.3,529.7,400.0
482.3,640.1,565.9,542.4,600.0
746.8,746.1,681.9,787.4,960.0
576.7,594.4,570.1,492.4,500.0
402.7,405.0,477.7,460.0,280.0
541.0,588.5,542.6,538.7,400.0
447.2,633.6,603.1,482.0,580.0
486.2,676.8,605.0,703.2,580.0
601.4,632.9,616.9,605.2,620.0
489.4,649.8,557.2,393.1,560.0
417.2,562.3,524.1,592.2,360.0
532.2,633.1,562.7,466.4,640.0
545.8,607.4,540.6,611.4,360.0
442.5,502.6,474.5,506.8,480.0
429.8,454.0,500.8,504.2,360.0
387.2,446.0,436.4,447.6,540.0
537.1,636.0,575.8,660.3,600.0
449.1,457.7,425.3,394.4,500.0
442.0,464.7,565.5,598.4,760.0
588.0,677.0,619.6,560.0,800.0
534.2,499.0,492.1,477.6,320.0
544.0,566.0,581.5,518.7,720.0
587.4,641.1,605.0,482.5,680.0
592.6,653.7,593.6,644.4,540.0
408.8,422.5,401.4,451.4,520.0
554.2,554.1,550.3,554.2,580.0
399.8,590.9,485.7,601.0,520.0
482.2,612.9,551.0,461.9,680.0
406.7,444.5,524.0,387.6,360.0
558.2,666.2,643.2,550.2,660.0
450.2,589.6,503.0,543.1,320.0
493.0,619.9,603.6,501.2,440.0
569.1,537.4,541.0,563.3,720.0
434.6,666.6,610.2,550.0,560.0
609.8,639.2,581.4,699.8,720.0
552.9,644.2,590.5,657.1,720.0
549.8,622.1,560.4,571.4,520.0
551.3,583.1,466.7,395.7,440.0
457.6,565.7,479.6,619.6,560.0
473.9,622.1,574.5,409.1,560.0
501.7,523.4,448.9,379.3,500.0
435.0,627.8,572.8,432.6,520.0
502.2,648.6,578.7,510.8,740.0
580.8,635.6,517.2,392.9,480.0
661.9,716.1,665.9,708.5,840.0
526.3,487.6,389.0,434.6,0.0
472.1,533.0,420.7,419.8,460.0
518.1,566.5,563.7,465.8,760.0
525.5,570.0,501.3,442.4,480.0
396.2,564.9,510.9,511.6,340.0
587.1,703.1,657.4,607.7,820.0
404.7,581.7,493.1,520.8,580.0
443.2,625.4,469.8,496.6,680.0
425.4,674.9,629.9,664.7,760.0
452.5,523.8,502.3,663.4,540.0
503.1,563.5,543.1,496.6,760.0
578.3,638.4,611.3,670.0,780.0
519.7,552.3,559.2,548.9,420.0
510.1,641.9,625.0,477.1,540.0
522.3,618.4,565.3,581.3,560.0
461.0,601.4,499.6,476.7,320.0
436.6,597.3,548.2,401.8,340.0
420.5,450.7,412.9,536.7,320.0
606.8,642.5,652.2,483.0,660.0
475.4,629.0,610.5,544.4,740.0
492.4,572.1,432.5,385.7,300.0
427.7,623.2,578.6,465.4,560.0
432.2,479.8,523.0,418.5,0.0
519.5,606.4,531.0,505.4,340.0
636.8,667.6,577.6,777.0,600.0
380.6,596.8,541.9,434.8,340.0
441.1,613.6,529.4,652.2,360.0
606.2,598.8,479.7,505.6,760.0
523.7,674.8,622.7,509.4,680.0
369.9,550.5,440.5,419.7,340.0
526.7,505.5,508.1,398.0,380.0
720.3,639.7,590.7,795.9,580.0
445.3,409.5,493.5,422.6,340.0
414.2,565.5,431.1,482.2,320.0
477.9,577.8,412.4,381.8,320.0
445.5,581.0,462.1,521.1,480.0
557.2,481.7,506.1,592.1,640.0
431.7,629.4,580.0,653.7,540.0
482.9,482.3,526.8,581.4,480.0
539.1,624.7,600.2,504.2,580.0
404.3,397.6,378.5,538.9,480.0
430.2,648.7,541.4,477.5,780.0
599.2,662.7,615.3,615.8,640.0
463.6,674.5,619.2,710.8,640.0
455.7,634.3,591.3,456.1,400.0
419.4,435.7,490.9,512.1,520.0
655.6,680.9,643.5,719.7,920.0
621.1,685.6,647.1,847.7,720.0
489.0,517.0,444.1,402.6,420.0
588.2,638.0,634.9,643.2,880.0
409.4,516.4,486.1,489.8,360.0
479.1,571.5,530.3,488.6,520.0
619.2,587.1,588.2,565.0,300.0
528.6,438.9,431.7,510.5,520.0
545.1,505.8,518.7,562.5,640.0
452.9,521.1,489.6,504.2,280.0
370.1,488.9,535.7,527.2,600.0
449.5,450.3,531.0,502.1,640.0
437.6,440.7,417.6,424.6,360.0
503.2,636.1,610.6,578.1,800.0
521.0,647.0,509.3,429.9,360.0
649.6,693.2,568.1,746.0,520.0
557.3,468.4,502.1,513.7,620.0
605.2,638.9,552.9,451.0,800.0
498.7,606.7,437.6,542.9,960.0
425.7,437.4,466.5,444.2,240.0
421.1,594.2,570.4,569.3,600.0
436.7,433.4,500.0,611.1,520.0
703.0,712.5,670.8,816.9,940.0
384.4,593.2,488.1,399.0,360.0
555.1,532.6,568.7,479.6,340.0
414.8,527.9,487.6,451.3,320.0
407.2,576.4,525.1,378.9,400.0
407.6,431.9,445.6,439.2,300.0
448.2,553.2,468.5,481.1,320.0
660.3,677.5,615.0,733.5,900.0
404.0,520.5,487.2,510.6,480.0
588.9,607.0,574.5,576.5,520.0
542.9,671.8,626.5,482.2,580.0
518.9,625.5,581.3,591.0,340.0
452.0,428.7,516.6,479.9,700.0
410.8,617.7,553.0,403.9,600.0
456.8,586.4,466.1,440.1,360.0
481.0,607.5,495.5,441.8,620.0
493.9,598.3,409.8,417.2,560.0
565.1,618.2,570.6,665.4,620.0
439.3,464.3,444.1,400.7,320.0
483.6,506.4,405.7,457.7,360.0
504.4,623.2,551.8,495.3,360.0
442.6,557.5,500.9,471.2,280.0
530.5,666.7,646.2,672.8,800.0
535.6,612.7,624.3,506.2,800.0
510.7,655.2,588.5,674.7,580.0
433.5,535.1,484.0,413.5,540.0
560.0,612.5,484.5,444.8,340.0
454.8,606.0,555.8,432.0,460.0
536.8,552.7,430.1,632.6,320.0
387.2,456.1,503.0,391.7,340.0
447.7,484.0,436.8,517.2,600.0
442.0,494.8,476.1,470.7,240.0
499.4,605.3,494.6,448.1,640.0
646.4,705.9,641.2,752.4,800.0
552.6,670.7,613.6,561.5,600.0
455.0,490.6,433.8,488.7,720.0
585.8,658.4,595.3,668.5,580.0
543.2,596.9,520.5,495.0,340.0
435.7,604.2,491.7,382.0,0.0
418.3,504.1,450.0,420.1,0.0
511.7,632.0,549.7,500.1,580.0
473.4,472.1,466.2,440.1,440.0
580.0,678.0,548.7,456.7,740.0
481.1,603.4,540.3,578.6,420.0
453.0,609.0,577.8,665.0,680.0
485.4,586.6,437.9,471.0,360.0
448.7,591.4,515.3,510.6,660.0
428.0,573.1,397.2,414.4,480.0
434.7,512.2,378.7,492.8,340.0
538.6,568.5,618.4,489.3,340.0
429.7,598.0,432.3,429.8,460.0
402.8,397.1,497.5,531.4,340.0
541.3,636.0,546.7,443.8,360.0
536.2,648.1,589.1,712.0,380.0
441.8,641.8,552.7,676.6,0.0
618.8,643.5,524.1,668.6,760.0
406.2,491.5,394.8,391.4,420.0
555.8,582.7,565.1,456.6,540.0
378.5,625.9,447.9,422.9,540.0
395.1,585.8,575.5,449.8,380.0
482.6,565.2,498.2,583.5,520.0
463.3,471.0,404.2,382.5,560.0
455.0,530.2,407.7,456.1,320.0
442.1,414.8,437.8,438.3,360.0
494.1,661.1,583.8,793.9,880.0
462.4,650.2,655.2,391.3,560.0
391.8,514.4,458.9,543.7,360.0
447.9,639.5,660.2,667.8,660.0
504.5,524.0,520.9,430.7,340.0
464.9,652.9,573.9,596.8,660.0
403.8,572.1,485.8,545.0,760.0
457.2,564.0,535.9,479.1,320.0
460.5,654.3,602.8,790.7,720.0
413.5,610.5,522.3,642.0,560.0
458.5,432.0,410.8,623.7,300.0
506.3,656.0,535.7,525.2,460.0
411.7,495.6,455.9,417.4,360.0
459.1,595.8,556.5,480.2,580.0
421.6,621.7,584.8,556.2,360.0
422.3,604.0,546.0,593.6,400.0
603.9,579.2,574.5,545.8,720.0
480.9,623.3,612.7,666.2,520.0
410.9,519.4,498.9,519.8,540.0
440.7,623.7,576.7,455.9,640.0
576.2,648.5,583.1,477.4,680.0
378.8,501.5,520.4,431.0,220.0
458.3,625.3,578.4,560.1,520.0
629.7,667.1,634.8,687.5,680.0
498.7,616.4,582.1,484.9,260.0
571.1,575.3,522.8,577.6,880.0
437.0,473.8,342.4,425.7,300.0
632.3,662.8,635.5,698.6,780.0
444.3,525.9,443.8,480.8,220.0
434.8,601.4,584.1,411.2,700.0
412.7,474.4,485.0,610.6,500.0
518.6,665.6,615.1,438.6,440.0
610.6,652.4,578.1,630.3,940.0
652.0,679.4,594.5,672.2,640.0
511.4,450.5,568.1,422.8,0.0
541.9,647.9,593.0,552.7,760.0
522.1,636.3,558.9,549.6,560.0
549.3,583.8,562.5,489.7,520.0
533.6,613.8,574.4,556.0,400.0
466.0,629.7,462.7,602.6,460.0
393.3,520.8,498.9,422.1,360.0
469.3,616.4,630.3,686.5,680.0
464.3,404.8,440.5,481.4,540.0
602.5,654.4,592.0,785.1,680.0
406.2,602.9,354.1,381.0,280.0
485.3,560.0,524.0,385.2,360.0
458.8,563.9,571.8,588.5,360.0
531.4,630.0,557.1,491.6,520.0
465.7,518.1,463.4,437.7,0.0
451.7,608.5,574.5,540.4,500.0
548.8,623.0,565.8,565.1,880.0
497.6,622.8,547.5,539.9,600.0
555.6,644.6,578.4,683.9,760.0
574.1,681.9,661.1,730.7,720.0
477.4,559.9,435.2,593.8,420.0
518.8,655.2,611.7,665.1,700.0
424.4,506.8,552.2,377.0,380.0
445.0,506.0,536.0,473.9,700.0
581.3,634.4,570.8,586.2,620.0
558.5,642.4,568.1,532.5,360.0
431.9,590.4,509.2,480.9,340.0
490.6,641.6,593.1,507.4,760.0
549.7,653.9,565.0,528.4,440.0
435.4,550.9,511.1,433.5,380.0
588.1,619.0,575.0,764.4,580.0
462.1,586.5,511.2,417.0,760.0
538.1,637.9,584.3,468.8,600.0
449.3,601.2,557.6,484.6,520.0
568.8,606.6,568.9,415.5,580.0
684.8,663.8,617.2,785.7,960.0
560.8,637.3,614.6,489.0,680.0
446.2,490.7,481.0,382.4,340.0
539.5,604.5,558.9,653.0,520.0
633.3,653.0,594.1,611.2,920.0
535.3,617.5,556.5,482.5,600.0
392.9,586.7,454.6,383.2,260.0
383.3,481.9,415.0,391.7,540.0
398.0,561.3,545.9,487.2,480.0
419.7,481.5,516.5,495.7,660.0
693.1,695.2,611.7,784.5,960.0
393.9,440.2,462.1,433.7,600.0
433.4,585.3,558.1,562.3,560.0
546.1,668.4,602.3,563.1,600.0
510.2,647.9,624.9,703.6,620.0
446.2,543.5,432.2,434.1,320.0
424.1,601.6,526.0,392.5,360.0
553.8,569.1,513.6,499.1,500.0
449.0,499.9,573.3,458.4,360.0
412.1,526.0,524.8,522.1,560.0
405.2,612.2,457.9,540.5,600.0
492.9,442.9,545.7,562.7,740.0
423.4,566.7,454.4,484.0,660.0
527.0,601.6,583.9,607.0,540.0
434.3,496.3,536.6,498.9,300.0
413.2,442.1,431.2,439.2,340.0
554.1,583.1,579.8,565.2,660.0
560.8,620.6,604.4,557.5,360.0
434.8,577.8,573.3,387.7,440.0
468.5,604.6,496.6,439.9,680.0
369.8,579.1,558.4,401.8,320.0
603.3,650.2,633.6,501.0,600.0
467.0,565.5,536.6,380.5,380.0
520.2,599.5,531.1,420.3,400.0
495.7,617.9,522.6,545.4,480.0
636.3,667.9,610.1,741.6,960.0
512.5,571.5,687.0,534.3,540.0
604.6,702.7,581.1,623.2,640.0
396.6,536.8,485.6,489.6,600.0
448.2,595.3,540.8,594.4,560.0
684.1,655.7,601.8,783.5,680.0
405.6,661.9,551.7,505.4,780.0
445.1,511.0,387.1,574.2,520.0
573.2,639.2,620.7,485.3,540.0
413.4,530.0,486.7,421.4,500.0
479.7,588.0,584.3,602.0,580.0
570.3,688.7,663.0,640.7,700.0
472.6,442.3,552.1,505.0,360.0
417.2,416.6,420.3,402.9,320.0
565.1,664.9,593.8,639.3,880.0
588.0,627.5,630.5,702.6,680.0
436.5,501.1,449.2,544.0,440.0
617.4,618.4,585.4,645.4,680.0
575.0,636.7,583.6,582.9,620.0
539.1,595.5,519.1,529.5,580.0
432.2,422.0,432.9,450.7,220.0
420.9,509.0,384.2,668.7,540.0
572.5,432.0,494.1,493.9,340.0
608.3,688.3,641.9,761.6,940.0
538.2,656.9,607.4,472.8,680.0
432.3,554.9,466.1,551.5,720.0
469.6,594.5,593.7,624.7,620.0
556.2,652.2,597.9,729.1,540.0
517.6,636.1,558.1,513.4,680.0
594.7,505.1,479.7,442.1,300.0
619.3,711.4,729.6,686.8,800.0
522.9,556.2,498.6,419.5,280.0
565.3,649.9,583.3,587.3,560.0
404.4,486.9,359.6,478.4,300.0
511.1,506.5,510.3,555.7,600.0
496.6,574.5,511.8,479.5,720.0
483.1,557.8,490.6,458.9,280.0
640.8,723.2,699.4,567.0,900.0
469.3,522.8,444.3,406.1,0.0
629.8,707.0,696.9,727.3,900.0
465.8,516.2,544.8,384.9,560.0
387.0,511.4,463.8,515.5,400.0
615.5,646.1,604.8,723.9,900.0
419.2,515.5,447.3,517.3,440.0
557.5,626.8,541.4,525.6,660.0
621.6,657.5,617.9,670.8,680.0
566.8,545.6,495.7,523.9,560.0
532.1,638.4,595.4,685.3,800.0
551.2,607.9,466.1,449.9,560.0
544.2,516.6,542.8,588.9,640.0
534.9,445.9,518.5,498.8,600.0
464.0,609.9,573.4,518.9,760.0
554.7,679.7,604.9,585.4,980.0
