ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_MT,NU_NOTA_REDACAO
7255,449.2,615.3,446.4,540.0
7256,469.0,588.6,449.4,400.0
7257,419.9,588.8,470.8,320.0
7258,453.6,433.3,502.3,520.0
7259,491.2,513.7,480.8,360.0
7260,696.7,702.3,654.3,860.0
7261,446.7,473.7,410.9,500.0
7262,517.8,665.1,511.7,660.0
7263,532.7,627.7,693.5,580.0
7264,539.2,621.4,641.7,760.0
7265,387.6,583.7,514.9,440.0
7266,384.9,599.8,592.2,620.0
7267,463.4,550.6,404.9,300.0
7268,556.3,664.6,700.6,920.0
7269,528.6,635.6,454.7,600.0
7270,452.7,593.8,655.9,660.0
7271,406.7,514.6,501.9,520.0
7272,446.1,513.7,398.7,400.0
7273,416.4,491.8,592.8,340.0
7274,451.3,593.7,608.4,560.0
7275,422.1,532.5,391.5,560.0
7276,458.9,642.7,485.5,480.0
7277,594.5,639.4,714.1,800.0
7278,540.0,642.9,575.4,580.0
7279,493.5,566.8,440.3,560.0
7280,429.0,554.5,582.2,340.0
7281,421.8,449.0,432.5,380.0
7282,470.5,587.4,609.4,360.0
7283,405.5,571.2,518.8,520.0
7284,461.6,506.1,516.5,200.0
7285,428.4,576.6,446.6,380.0
7286,532.0,576.6,449.9,640.0
7287,474.9,413.4,444.4,500.0
7288,502.7,462.8,446.1,320.0
7289,427.2,658.0,478.1,520.0
7290,577.5,688.9,601.1,760.0
7291,448.0,530.2,486.0,460.0
7292,552.1,622.0,631.7,640.0
7293,585.7,642.3,505.3,620.0
7294,565.9,708.1,615.5,520.0
7295,516.2,518.7,460.5,360.0
7296,560.0,667.1,730.3,820.0
7297,407.1,640.7,488.1,540.0
7298,521.3,620.9,607.8,500.0
7299,501.9,490.9,461.5,640.0
7300,570.1,630.6,696.2,620.0
7301,524.7,507.6,432.0,520.0
7302,498.9,429.7,409.9,600.0
7303,587.5,647.0,522.6,820.0
7304,502.5,465.3,529.1,580.0
7305,474.5,561.6,627.5,680.0
7306,420.8,466.2,383.6,440.0
7307,521.0,480.8,630.3,560.0
7308,493.3,448.9,448.9,280.0
7309,568.6,638.2,620.5,600.0
7310,480.4,557.6,421.3,680.0
7311,490.4,487.3,431.2,580.0
7312,459.2,458.7,460.6,300.0
7313,422.1,427.5,374.9,320.0
7314,552.0,626.8,579.8,840.0
7315,506.8,647.1,536.5,660.0
7316,479.2,502.4,594.9,340.0
7317,463.9,568.8,445.2,0.0
7318,662.5,676.4,842.3,840.0
7319,549.6,651.9,603.6,580.0
7320,573.5,630.7,486.0,560.0
7321,429.1,595.9,596.7,460.0
7322,582.8,577.9,556.2,560.0
7323,615.9,683.1,738.0,680.0
7324,454.2,592.4,591.3,380.0
7325,448.0,542.2,390.8,780.0
7326,413.7,537.2,419.7,560.0
7327,453.2,645.4,537.1,560.0
7328,407.5,456.0,457.6,0.0
7329,430.3,488.3,401.3,540.0
7330,373.8,427.2,552.4,320.0
7331,463.8,562.3,467.7,640.0
7332,612.2,676.5,713.5,920.0
7333,379.6,579.8,429.7,700.0
7334,474.2,466.6,589.5,420.0
7335,540.9,562.0,592.2,840.0
7336,441.3,618.3,621.7,500.0
7337,531.9,599.8,557.5,600.0
7338,452.2,574.9,642.3,320.0
7339,429.3,541.5,469.8,400.0
7340,526.9,601.1,456.3,520.0
7341,414.4,524.8,493.5,340.0
7342,383.1,440.6,381.8,340.0
7343,459.9,593.3,571.2,380.0
7344,498.6,558.9,434.3,480.0
7345,563.0,621.0,621.2,460.0
7346,492.0,564.5,518.2,580.0
7347,621.2,699.7,500.3,740.0
7348,587.4,657.2,573.8,800.0
7349,482.5,527.7,476.9,700.0
7350,523.1,579.4,518.5,560.0
7351,549.2,466.0,661.7,700.0
7352,650.5,678.5,672.3,620.0
7353,490.1,605.9,489.8,360.0
7354,465.4,623.5,606.7,0.0
7355,521.0,618.3,534.6,580.0
7356,536.4,619.1,498.9,380.0
7357,424.0,586.8,495.9,620.0
7358,458.3,459.8,462.7,300.0
7359,438.5,615.5,548.0,340.0
7360,516.0,602.9,496.3,320.0
7361,387.8,450.8,541.6,620.0
7362,445.8,554.3,546.7,580.0
7363,379.7,445.9,497.4,360.0
7364,514.3,632.6,523.5,580.0
7365,653.4,702.3,814.5,820.0
7366,589.5,694.4,590.4,800.0
7367,471.5,538.0,544.3,360.0
7368,432.0,595.3,572.2,340.0
7369,388.6,493.3,430.2,520.0
7370,417.2,536.0,501.0,360.0
7371,491.6,582.4,469.6,400.0
7372,473.3,562.5,448.2,300.0
7373,528.9,646.1,662.3,480.0
7374,401.2,599.8,710.5,580.0
7375,442.3,466.7,463.2,440.0
7376,473.1,458.7,606.5,480.0
7377,436.3,521.6,465.8,460.0
7378,429.1,501.1,450.1,360.0
7379,438.4,571.1,544.0,600.0
7380,409.6,508.1,400.0,320.0
7381,580.2,642.4,482.0,540.0
7382,555.4,665.8,582.9,840.0
7383,545.0,507.8,437.5,460.0
7384,563.8,642.8,597.7,600.0
7385,506.7,448.5,548.9,440.0
7386,548.9,592.4,695.3,360.0
7387,424.6,409.8,413.8,0.0
7388,519.6,545.3,594.5,940.0
7389,453.1,628.9,486.9,380.0
7390,395.8,584.9,410.2,340.0
7391,418.4,595.4,574.9,600.0
7392,422.7,561.4,423.5,500.0
7393,547.4,495.9,697.9,720.0
7394,449.0,469.0,483.6,0.0
7395,373.2,465.2,507.6,380.0
7396,504.1,615.8,377.1,300.0
7397,460.8,647.3,516.3,740.0
7398,547.4,633.3,610.5,840.0
7399,407.6,544.4,419.8,620.0
7400,449.5,588.9,436.6,0.0
7401,466.3,563.6,582.6,540.0
7402,486.3,578.5,452.0,520.0
7403,456.6,607.4,376.9,420.0
7404,497.5,628.4,424.1,360.0
7405,503.1,493.9,564.1,360.0
7406,417.6,547.1,590.3,520.0
7407,461.0,567.8,456.7,360.0
7408,429.3,534.5,487.1,680.0
7409,472.7,615.1,621.2,620.0
7410,445.1,500.9,468.2,440.0
7411,542.7,633.7,587.0,540.0
7412,521.5,653.9,602.9,0.0
7413,506.6,641.6,429.9,660.0
7414,474.2,611.2,555.6,880.0
7415,393.5,463.5,419.5,360.0
7416,411.8,589.2,516.0,400.0
7417,383.3,445.1,457.4,340.0
7418,527.8,607.6,409.9,480.0
7419,458.3,607.9,476.8,380.0
7420,454.5,425.4,384.3,0.0
7421,684.8,723.6,783.1,940.0
7422,551.0,634.5,482.6,500.0
7423,690.2,717.8,860.2,740.0
7424,422.0,590.9,513.7,500.0
7425,435.0,564.3,628.4,520.0
7426,504.1,636.7,625.3,800.0
7427,520.7,609.4,458.3,360.0
7428,472.3,616.1,507.6,520.0
7429,504.5,617.1,457.6,500.0
7430,460.3,578.7,523.9,600.0
7431,469.7,450.5,407.5,400.0
7432,549.7,614.1,727.7,580.0
7433,639.8,665.4,685.5,700.0
7434,475.6,541.4,534.9,780.0
7435,502.9,611.0,519.0,540.0
7436,584.3,620.5,637.0,780.0
7437,510.3,561.3,408.9,320.0
7438,695.1,684.7,758.7,940.0
7439,478.5,558.6,448.4,840.0
7440,441.0,604.1,594.0,500.0
7441,565.0,613.2,558.3,620.0
7442,472.9,408.7,377.3,320.0
7443,602.8,600.1,428.5,880.0
7444,472.6,475.0,538.6,580.0
7445,525.8,678.1,736.4,620.0
7446,527.4,402.8,481.2,340.0
7447,400.3,504.6,468.9,360.0
7448,689.8,640.5,749.2,700.0
7449,680.0,692.1,738.2,720.0
7450,687.5,695.2,683.0,860.0
7451,450.3,623.6,512.1,540.0
7452,577.2,455.7,490.1,620.0
7453,582.4,557.8,584.2,580.0
7454,454.0,540.4,563.0,360.0
7455,560.8,649.3,549.4,500.0
7456,411.3,544.9,452.8,620.0
7457,495.9,427.2,458.0,560.0
7458,441.7,502.5,432.5,840.0
7459,528.9,616.9,475.0,520.0
7460,482.5,588.3,414.6,380.0
7461,662.5,702.2,671.5,640.0
7462,448.5,551.6,391.3,380.0
7463,467.3,613.2,493.0,460.0
7464,430.6,587.0,455.7,400.0
7465,423.5,481.5,493.7,760.0
7466,561.6,612.1,525.8,520.0
7467,472.8,549.3,401.1,380.0
7468,469.6,491.5,499.2,400.0
7469,567.7,460.4,635.2,480.0
7470,440.8,430.8,454.8,0.0
7471,452.9,642.2,547.5,680.0
7472,503.8,574.6,434.1,580.0
7473,647.0,666.6,765.7,760.0
7474,411.3,489.5,441.8,320.0
7475,464.5,527.4,396.1,540.0
7476,564.1,584.4,544.0,360.0
7477,562.5,584.1,592.6,600.0
7478,483.2,450.4,450.8,340.0
7479,398.6,510.8,450.3,320.0
7480,418.1,556.2,413.3,400.0
7481,535.2,515.1,458.2,500.0
7482,475.2,413.9,474.9,320.0
7483,398.5,448.6,422.6,620.0
7484,535.9,530.2,513.2,400.0
7485,446.1,510.7,502.5,560.0
7486,484.7,477.2,447.5,720.0
7487,418.1,453.6,617.7,420.0
7488,430.6,477.3,575.7,360.0
7489,528.6,650.5,514.7,380.0
7490,481.5,596.4,574.6,580.0
7491,422.2,410.5,497.4,360.0
7492,471.2,553.1,436.4,540.0
7493,472.8,456.8,546.7,380.0
7494,367.7,552.0,475.7,280.0
7495,544.7,605.6,783.0,560.0
7496,504.4,513.7,519.5,460.0
7497,533.9,635.9,691.2,0.0
7498,592.4,652.0,603.4,520.0
7499,457.3,576.6,404.4,600.0
7500,581.4,619.6,694.9,800.0
7501,518.9,622.3,519.1,700.0
7502,567.6,624.6,692.9,580.0
7503,598.0,671.1,691.4,820.0
7504,479.6,506.3,584.4,400.0
7505,380.5,437.0,443.5,400.0
7506,557.4,610.3,505.9,580.0
7507,395.8,573.8,469.5,540.0
7508,676.3,723.0,742.8,960.0
7509,411.6,496.5,527.8,220.0
7510,445.7,583.7,581.9,780.0
7511,501.1,575.1,600.4,360.0
7512,456.7,596.8,382.4,300.0
7513,498.1,582.3,550.1,400.0
7514,427.2,556.5,436.4,360.0
7515,476.1,550.1,579.2,740.0
7516,442.1,710.1,618.2,340.0
7517,429.9,577.3,572.2,620.0
7518,435.4,478.2,532.2,360.0
7519,449.1,407.2,487.0,340.0
7520,538.7,639.2,521.2,700.0
7521,519.8,605.6,476.6,540.0
7522,534.6,420.6,414.1,360.0
7523,431.6,453.5,384.5,380.0
7524,538.0,654.0,594.6,400.0
7525,576.6,649.8,566.8,760.0
7526,527.8,651.8,733.5,700.0
7527,490.7,657.0,634.7,600.0
7528,491.5,584.9,690.6,640.0
7529,455.7,539.5,575.7,660.0
7530,434.9,483.1,442.8,360.0
7531,511.7,654.0,432.3,560.0
7532,561.0,625.5,618.2,740.0
7533,408.9,501.1,482.5,620.0
7534,500.1,462.1,434.4,280.0
7535,598.9,648.7,665.8,820.0
7536,391.5,538.6,416.1,540.0
7537,489.9,582.7,398.5,400.0
7538,464.7,559.7,491.9,700.0
7539,442.5,553.6,455.8,460.0
7540,430.8,640.4,513.7,360.0
7541,607.4,645.4,710.7,720.0
7542,644.2,695.9,693.2,860.0
7543,469.8,429.9,382.4,340.0
7544,576.5,520.7,616.6,840.0
7545,536.3,661.6,530.8,660.0
7546,561.3,710.9,719.1,680.0
7547,500.2,559.2,587.3,600.0
7548,561.4,634.4,646.8,740.0
7549,435.5,525.9,409.0,640.0
7550,550.8,558.5,522.5,380.0
7551,475.2,598.3,638.5,520.0
7552,598.3,603.5,552.4,600.0
7553,445.2,587.0,592.5,580.0
7554,412.0,470.0,402.5,360.0
7555,605.8,572.2,542.1,460.0
7556,660.2,693.5,706.5,700.0
7557,490.3,572.3,630.3,560.0
7558,513.7,587.1,464.5,0.0
7559,521.4,624.2,590.6,340.0
7560,486.0,482.2,423.1,340.0
7561,511.3,621.4,385.4,480.0
7562,549.9,601.4,604.7,840.0
7563,493.9,565.1,438.6,320.0
7564,539.6,608.4,382.9,580.0
7565,494.8,558.8,446.8,360.0
7566,530.8,640.1,638.0,380.0
7567,470.3,595.9,574.1,600.0
7568,555.3,653.1,576.5,540.0
7569,408.0,634.2,437.9,580.0
7570,467.8,563.1,672.3,880.0
7571,621.0,674.4,816.3,560.0
7572,504.4,598.4,478.2,640.0
7573,405.4,547.7,528.7,360.0
7574,577.6,552.0,575.1,660.0
7575,444.9,513.5,413.0,360.0
7576,494.1,713.0,776.2,480.0
7577,420.8,568.5,384.9,520.0
7578,411.5,615.5,528.3,600.0
7579,529.0,547.7,455.6,380.0
7580,409.1,554.9,394.5,440.0
7581,443.6,606.3,431.6,300.0
7582,478.8,549.3,558.1,480.0
7583,540.3,642.2,537.4,480.0
7584,551.4,632.4,611.9,340.0
7585,384.3,536.1,531.6,0.0
7586,393.1,500.0,417.1,520.0
7587,418.5,509.0,476.3,820.0
7588,435.7,539.4,582.4,580.0
7589,545.2,674.4,596.5,840.0
7590,654.5,674.1,708.2,940.0
7591,393.1,576.3,464.9,480.0
7592,605.4,670.0,776.9,780.0
7593,493.2,653.5,480.6,900.0
7594,484.6,605.5,572.9,600.0
7595,475.8,570.7,454.5,600.0
7596,373.8,606.1,489.9,340.0
7597,560.8,643.1,471.9,360.0
7598,634.6,688.1,735.7,820.0
7599,406.1,447.4,438.4,300.0
7600,501.2,639.6,515.1,680.0
7601,427.8,631.4,511.3,360.0
7602,518.9,635.9,410.3,560.0
7603,368.9,470.3,439.6,660.0
7604,420.4,416.2,446.5,0.0
7605,462.5,500.7,501.0,320.0
7606,552.4,704.6,737.9,720.0
7607,617.2,696.1,826.7,640.0
7608,419.6,457.0,488.1,360.0
7609,571.0,574.4,675.4,600.0
7610,419.7,405.1,431.4,580.0
7611,390.4,408.6,445.0,260.0
7612,584.7,613.7,568.1,680.0
7613,610.2,671.9,722.1,720.0
7614,430.3,626.6,613.9,560.0
7615,409.2,517.4,450.1,300.0
7616,506.1,495.3,565.6,700.0
7617,519.2,477.6,563.1,600.0
7618,522.0,603.7,615.4,760.0
7619,380.4,493.8,393.2,520.0
7620,498.8,667.3,559.9,820.0
7621,561.7,591.1,556.5,680.0
7622,560.2,621.4,494.1,620.0
7623,428.1,446.8,463.8,320.0
7624,448.1,596.5,632.8,360.0
7625,467.8,537.7,553.5,600.0
7626,611.4,625.4,655.1,560.0
7627,410.0,471.2,390.9,240.0
7628,455.0,584.2,450.3,760.0
7629,534.0,446.6,516.1,0.0
7630,413.3,610.8,465.4,600.0
7631,532.7,641.1,547.8,420.0
7632,446.3,506.9,494.9,620.0
7633,443.4,604.6,510.1,520.0
7634,396.7,653.3,433.7,720.0
7635,447.9,605.4,608.4,360.0
7636,559.9,464.1,500.5,620.0
7637,504.9,597.8,497.2,400.0
7638,509.9,610.4,419.6,520.0
7639,577.6,642.5,652.7,360.0
7640,458.6,581.0,605.8,480.0
7641,488.8,554.3,443.1,420.0
7642,463.8,605.1,509.9,320.0
7643,413.9,573.4,414.0,340.0
7644,504.2,444.7,467.0,540.0
7645,497.6,429.9,570.3,340.0
7646,513.3,457.8,578.2,340.0
7647,422.8,563.7,589.6,380.0
7648,645.8,700.0,695.4,600.0
7649,662.0,679.5,669.7,800.0
7650,389.9,566.6,442.4,300.0
7651,550.9,618.9,462.2,380.0
7652,497.3,653.2,607.6,700.0
7653,489.4,579.2,458.8,380.0
7654,489.8,629.4,485.8,800.0
7655,399.8,534.7,419.0,360.0
7656,472.1,514.0,421.7,560.0
7657,487.0,631.4,687.5,820.0
7658,459.8,570.3,464.4,320.0
7659,440.3,576.6,480.7,480.0
7660,526.5,648.1,569.0,660.0
7661,515.4,584.5,462.8,580.0
7662,419.6,503.7,444.9,480.0
7663,610.9,692.6,709.2,940.0
7664,441.6,484.3,389.8,680.0
7665,456.5,416.0,387.9,460.0
7666,407.1,424.9,387.4,280.0
7667,452.5,526.8,420.3,340.0
7668,623.5,697.0,878.7,840.0
7669,689.2,754.0,801.5,800.0
7670,431.0,532.9,399.7,400.0
7671,430.2,408.8,409.3,380.0
7672,537.7,648.1,674.2,600.0
7673,599.8,628.8,584.3,820.0
7674,441.1,480.5,459.4,520.0
7675,521.3,616.6,587.1,620.0
7676,471.0,589.0,459.2,360.0
7677,444.9,524.6,658.9,560.0
7678,462.6,599.8,499.7,520.0
7679,587.8,658.7,600.9,920.0
7680,447.3,496.8,437.6,280.0
7681,411.7,592.2,440.2,400.0
7682,426.2,491.5,461.2,520.0
7683,458.2,424.2,517.7,580.0
7684,571.7,628.8,644.6,320.0
7685,409.0,465.6,552.3,560.0
7686,430.5,543.7,394.9,300.0
7687,435.1,570.5,424.5,320.0
7688,556.4,634.5,653.6,820.0
7689,442.0,0.0,465.8,480.0
7690,444.0,553.7,430.2,240.0
7691,537.1,615.9,632.8,540.0
7692,435.1,567.3,390.9,340.0
7693,531.1,565.7,519.6,400.0
7694,674.2,670.0,688.0,880.0
7695,498.1,499.0,440.7,340.0
7696,660.0,598.3,719.0,600.0
7697,404.4,510.5,495.7,620.0
7698,444.6,607.7,558.4,480.0
7699,529.8,539.3,506.5,600.0
7700,535.8,419.0,496.9,320.0
7701,399.8,547.8,669.4,400.0
7702,488.4,645.0,543.8,860.0
7703,400.0,475.4,446.0,540.0
7704,541.7,596.2,599.4,560.0
7705,469.3,581.9,592.8,660.0
7706,437.0,618.8,482.8,400.0
7707,455.1,531.2,436.7,520.0
7708,479.7,613.3,644.7,580.0
7709,624.7,655.0,814.1,760.0
7710,507.5,480.5,528.3,360.0
7711,539.1,586.3,457.9,840.0
7712,466.6,572.6,482.2,680.0
7713,570.5,614.0,402.5,520.0
7714,495.2,561.0,473.3,400.0
7715,429.9,564.0,492.6,340.0
7716,636.0,711.0,745.4,900.0
7717,427.6,504.1,422.3,320.0
7718,525.2,604.2,494.0,340.0
7719,394.4,479.7,575.7,340.0
7720,460.3,504.4,690.5,460.0
7721,397.0,489.4,492.5,540.0
7722,522.6,589.2,481.4,660.0
7723,484.1,593.0,497.9,680.0
7724,434.9,614.5,497.6,480.0
7725,497.2,560.8,486.3,440.0
7726,483.7,463.5,503.2,320.0
7727,535.3,624.5,537.2,620.0
7728,460.5,523.5,489.6,540.0
7729,394.0,497.4,443.0,500.0
7730,532.4,620.2,685.2,720.0
7731,384.4,568.3,566.0,560.0
7732,447.9,595.6,425.3,360.0
7733,497.8,477.2,413.0,360.0
7734,610.5,665.1,720.1,900.0
7735,511.8,570.1,642.7,340.0
7736,454.7,524.4,413.6,560.0
7737,502.6,592.8,495.6,540.0
7738,636.1,628.6,703.5,860.0
7739,464.5,424.2,468.0,620.0
7740,497.3,472.8,459.4,280.0
7741,432.3,462.5,500.7,580.0
7742,605.7,637.3,735.8,400.0
7743,403.4,538.3,390.7,560.0
7744,472.0,534.2,462.4,600.0
7745,639.3,658.0,682.9,640.0
7746,428.7,578.8,481.3,520.0
7747,603.7,642.8,640.9,780.0
7748,569.3,517.9,550.9,620.0
7749,528.7,596.0,490.9,720.0
7750,536.2,609.4,485.5,400.0
7751,560.1,586.5,500.9,260.0
7752,580.7,552.2,390.9,280.0
7753,461.8,604.2,540.7,640.0
7754,588.1,680.9,498.4,860.0
7755,623.8,709.5,722.6,860.0
7756,411.8,439.7,521.5,500.0
7757,449.7,629.7,465.0,720.0
7758,501.0,632.0,559.4,640.0
7759,562.5,625.2,415.4,620.0
7760,464.6,603.3,559.8,440.0
7761,397.5,573.9,474.5,560.0
7762,555.2,672.1,656.8,520.0
7763,438.1,514.6,466.5,320.0
7764,493.6,553.9,444.6,360.0
7765,570.5,656.1,490.6,580.0
7766,457.4,607.9,564.0,660.0
7767,481.3,590.9,641.3,380.0
7768,517.0,555.7,573.5,680.0
7769,476.6,460.2,481.0,680.0
7770,510.7,438.0,524.4,340.0
7771,473.1,493.5,594.7,780.0
7772,489.1,406.3,578.4,360.0
7773,490.7,588.2,622.3,600.0
7774,466.7,533.0,490.2,340.0
7775,473.3,585.4,558.6,400.0
7776,473.1,580.8,554.6,520.0
7777,631.1,678.6,707.0,800.0
7778,628.9,695.4,672.9,580.0
7779,638.6,635.7,715.9,600.0
7780,444.1,586.1,429.6,380.0
7781,392.6,559.1,503.0,520.0
7782,444.9,599.5,439.2,640.0
7783,476.1,650.6,586.5,580.0
7784,463.3,500.2,433.0,500.0
7785,695.9,627.3,741.1,980.0
7786,466.7,519.1,502.7,280.0
7787,535.7,703.2,683.7,780.0
7788,693.8,690.8,712.2,820.0
7789,397.9,409.9,486.2,600.0
7790,514.2,575.4,686.6,640.0
7791,424.9,582.9,481.1,340.0
7792,494.2,507.9,527.1,680.0
7793,585.0,687.8,681.5,780.0
7794,577.3,691.0,701.2,580.0
7795,467.7,653.8,669.8,620.0
7796,393.0,505.3,614.2,320.0
7797,367.3,546.0,388.5,520.0
7798,561.7,671.2,684.8,860.0
7799,390.2,488.0,431.1,300.0
7800,450.7,500.6,490.9,340.0
7801,440.2,585.4,473.8,400.0
7802,509.5,672.1,516.4,720.0
7803,484.2,610.3,554.4,760.0
7804,449.0,660.6,545.0,660.0
7805,573.2,615.4,531.4,400.0
7806,553.9,648.3,710.5,700.0
7807,388.3,554.7,495.8,600.0
7808,438.9,598.2,395.9,500.0
7809,396.9,428.0,413.2,360.0
7810,449.6,666.4,696.5,820.0
7811,430.2,470.0,671.6,560.0
7812,566.9,610.2,588.3,640.0
7813,416.3,590.2,499.1,320.0
7814,495.3,486.0,524.4,360.0
7815,402.9,608.8,380.2,420.0
7816,504.7,488.0,491.3,640.0
7817,508.0,581.0,662.9,760.0
7818,470.5,612.6,480.1,560.0
7819,645.2,679.9,727.0,760.0
7820,705.9,732.9,755.6,960.0
7821,595.6,665.9,723.0,720.0
7822,616.5,690.7,698.2,940.0
7823,480.4,586.0,521.4,440.0
7824,479.9,623.3,614.9,640.0
7825,676.8,646.8,507.8,580.0
7826,616.7,665.4,664.6,480.0
7827,478.6,587.0,552.3,380.0
7828,407.6,589.1,493.0,560.0
7829,498.0,529.1,507.8,620.0
7830,469.1,603.7,445.7,560.0
7831,475.6,555.3,556.8,520.0
7832,599.1,613.8,750.7,960.0
7833,650.8,678.6,731.4,920.0
7834,444.7,485.9,444.6,520.0
7835,488.2,477.7,511.8,340.0
7836,518.1,586.1,639.0,680.0
7837,691.1,709.1,822.8,860.0
7838,414.6,557.1,444.2,560.0
7839,484.5,459.4,450.3,420.0
7840,539.8,643.6,593.0,640.0
7841,446.9,643.5,614.9,740.0
7842,403.4,485.2,575.3,260.0
7843,401.0,556.2,411.8,400.0
7844,530.9,627.1,570.2,340.0
7845,421.0,478.9,462.4,580.0
7846,531.3,445.6,473.8,640.0
7847,388.9,594.7,509.9,900.0
7848,603.0,601.4,464.6,940.0
7849,381.4,461.8,489.5,380.0
7850,469.0,538.1,422.3,460.0
7851,477.5,605.1,469.9,560.0
7852,380.9,467.1,441.1,320.0
7853,519.4,603.2,467.4,0.0
7854,636.8,673.7,759.9,800.0
7855,453.4,521.0,687.6,560.0
7856,605.0,669.2,760.5,520.0
7857,447.3,634.4,514.2,780.0
7858,491.0,589.4,445.2,680.0
7859,413.4,497.9,450.9,600.0
7860,535.7,699.1,707.8,620.0
7861,467.4,614.8,504.8,920.0
7862,437.7,585.1,654.4,540.0
7863,573.4,653.5,704.4,700.0
7864,406.9,456.2,513.0,320.0
7865,420.1,623.2,507.9,740.0
7866,540.4,631.6,554.7,580.0
7867,662.1,730.5,738.6,920.0
7868,526.1,605.2,659.2,660.0
7869,623.2,664.9,800.4,840.0
7870,652.1,652.5,824.0,920.0
7871,506.7,603.7,596.8,620.0
7872,448.8,625.2,384.8,600.0
7873,458.3,512.6,480.9,500.0
7874,400.8,432.8,437.9,260.0
7875,520.7,622.5,456.1,680.0
7876,412.3,444.1,401.1,380.0
7877,519.0,621.9,546.0,580.0
7878,660.6,676.4,741.4,940.0
7879,475.2,642.6,583.8,480.0
7880,618.2,688.8,738.1,820.0
7881,545.1,591.3,491.2,600.0
7882,488.0,513.9,439.9,0.0
7883,483.8,608.7,488.9,540.0
7884,436.1,452.7,673.6,360.0
7885,444.8,572.9,508.9,500.0
7886,509.4,503.6,389.1,380.0
7887,449.9,620.9,581.2,0.0
7888,505.7,583.0,609.8,720.0
7889,540.2,605.7,672.9,880.0
7890,531.7,640.8,660.6,760.0
7891,491.0,518.8,447.1,500.0
7892,390.9,490.3,433.5,360.0
7893,504.0,636.9,655.7,600.0
7894,532.0,613.1,620.8,640.0
7895,515.8,495.1,559.6,460.0
7896,567.8,577.0,642.6,580.0
7897,528.3,450.0,470.0,520.0
7898,539.2,584.4,441.8,400.0
7899,503.0,636.4,660.0,640.0
7900,419.2,437.5,382.6,380.0
7901,454.4,580.7,473.8,620.0
7902,511.2,658.3,391.7,660.0
7903,419.6,573.6,436.2,580.0
7904,523.3,579.7,462.9,340.0
7905,465.1,480.3,462.5,300.0
7906,429.7,605.8,521.4,540.0
7907,510.2,602.4,653.1,520.0
7908,503.6,675.5,431.4,700.0
7909,485.5,619.6,406.3,600.0
7910,641.5,641.6,632.7,660.0
7911,586.5,661.1,559.4,780.0
7912,452.0,510.0,539.1,320.0
7913,519.5,493.2,429.2,340.0
7914,447.1,596.9,595.6,320.0
7915,430.9,661.8,815.8,0.0
7916,410.9,528.5,454.5,480.0
7917,516.2,598.4,440.3,320.0
7918,565.4,596.9,551.5,260.0
7919,425.3,502.2,473.6,460.0
7920,563.9,541.1,390.3,320.0
7921,659.6,728.0,689.6,880.0
7922,437.6,521.5,440.3,360.0
7923,450.0,616.3,440.7,340.0
7924,453.3,445.5,384.8,340.0
7925,655.3,673.9,759.4,940.0
7926,546.6,538.6,489.9,400.0
7927,507.8,606.2,580.8,600.0
7928,454.1,494.7,432.5,0.0
7929,535.4,617.9,471.4,600.0
7930,431.1,647.0,619.6,260.0
7931,458.8,654.1,595.0,620.0
7932,432.0,571.3,444.1,260.0
7933,385.8,519.1,626.6,480.0
7934,598.5,654.8,677.2,720.0
7935,436.7,616.9,395.4,380.0
7936,553.3,604.6,431.6,400.0
7937,494.1,518.2,636.3,720.0
7938,549.9,635.5,564.5,560.0
7939,554.8,639.8,600.1,840.0
7940,592.9,653.3,499.9,400.0
7941,447.3,557.5,567.5,300.0
7942,600.2,611.8,690.7,600.0
7943,396.4,624.4,464.3,320.0
7944,457.0,564.9,683.0,700.0
7945,502.7,493.9,505.6,600.0
7946,474.9,537.8,431.1,840.0
7947,539.1,432.1,528.0,580.0
7948,464.3,467.3,429.7,300.0
7949,374.6,568.1,537.5,440.0
7950,487.7,583.0,565.4,340.0
7951,440.6,451.6,603.9,480.0
7952,558.5,597.4,542.9,480.0
7953,556.3,653.6,423.8,600.0
7954,407.9,575.6,485.9,640.0
7955,413.2,535.7,385.8,0.0
7956,613.5,660.7,734.0,900.0
7957,458.7,458.9,498.1,360.0
7958,419.2,588.8,406.6,500.0
7959,441.3,527.6,385.2,540.0
7960,565.7,627.1,545.6,560.0
7961,444.4,596.4,429.5,560.0
7962,501.3,575.9,466.1,520.0
7963,425.8,607.6,558.2,360.0
7964,594.3,674.7,585.4,660.0
7965,458.1,537.8,468.8,400.0
7966,396.5,440.4,423.6,820.0
7967,441.1,555.5,405.0,480.0
7968,460.9,564.4,556.3,600.0
7969,448.8,517.8,391.2,340.0
7970,449.5,516.7,569.6,480.0
7971,414.9,617.6,390.7,360.0
7972,389.8,587.5,486.6,360.0
7973,462.3,588.3,540.0,740.0
7974,637.9,695.1,799.6,880.0
7975,613.1,665.7,605.1,900.0
7976,570.4,552.2,648.8,760.0
7977,544.8,642.9,687.0,300.0
7978,565.3,654.8,587.8,680.0
7979,595.4,658.5,757.5,360.0
7980,607.9,628.9,517.4,660.0
7981,463.3,499.9,445.1,380.0
7982,387.6,556.2,569.7,360.0
7983,453.8,611.0,483.4,380.0
7984,595.0,677.6,745.2,800.0
7985,501.9,587.3,451.8,320.0
7986,542.6,637.2,442.8,340.0
7987,521.6,620.7,553.6,580.0
7988,483.3,595.6,636.4,500.0
